	Fund Manager(s)	Company Name	Region	Sub-Region	Country	country code	country code_2	ICB Industry	ICB Supersector	ICB Sector	ICB Subsector	GICS Industry [column F]	IFC primary sector	IFC primary sector (#)	Asset Class	Investment Type	Investment Amount (US$m)	Investment Date	year	IFC	valuation
1862	Softbank China Venture Capital (SBCVC), Keytone Ventures, Walden International	CloudMind AI	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	30	16-May	2016	0.0	
1863	Harith General Partners	NOVO Energy	Sub-Saharan Africa	Southern Africa	South Africa	ZAF	ZA	Utilities	Utilities	Gas, Water & Multi-utilities	Gas Distribution	Gas Utilities	C Utilities	Utilities	Infrastructure & Real Assets	Growth		16-May	2016	0.0	
1864	Peepul Capital, Ascent Capital India	Maiyas Beverages and Foods	Asia	South Asia	India	IND	IN	Consumer Goods	Food & Beverage	Food Producers	Food Products	Food Products	F Food & Beverages	Food & Beverages	Private Equity	Growth	30	16-May	2016	0.0	
1865	Shunwei Capital Partners, Morningside Ventures	007 eService China Technology	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Home Improvement Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	15	16-May	2016	0.0	
1866	DST Global, DCM, Kleiner Perkins Caufield & Byers (KPCB)	Tantan	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		16-May	2016	0.0	
1867	Kaizen Private Equity	EduPristine	Asia	South Asia	India	IND	IN	Industrials	Industrial Goods & Services	Support Services	Business Training & Employment Agencies	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Growth	2	16-May	2016	1.0	6.0
1868	Neulogy Ventures	SaferPass	CEE & CIS	Central & Eastern Europe (CEE)	Slovakia	SVK	SK	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	1	16-May	2016	0.0	
1869	500 Startups	IsItUp	Asia	Southeast Asia	Singapore	SGP	SG	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		16-May	2016	0.0	
1870	GGV Capital, Morningside Ventures	Keep	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	32	16-May	2016	0.0	
1871	Practica Capital	NanoAvionika	CEE & CIS	Central & Eastern Europe (CEE)	Lithuania	LTU	LT	Industrials	Industrial Goods & Services	Aerospace & Defense	Aerospace	Aerospace & Defense	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Venture Capital	0.1	16-May	2016	0.0	
1872	IFC Asset Management Company (AMC)	Citla Energy	Latin America	Central America	Mexico	MEX	MX	Oil & Gas	Oil & Gas	Oil & Gas Producers	Exploration & Production	Energy Equipment & Services	B Oil, Gas and Mining	Oil, Gas and Mining	Infrastructure & Real Assets	Growth	140	16-May	2016	0.0	
1873	Capital Management Botswana	Wilderness Holdings	Sub-Saharan Africa	Southern Africa	Botswana	BWA	BW	Consumer Services	Travel & Leisure	Travel & Leisure	Travel & Tourism	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	PIPE		16-May	2016	0.0	
1874	Tata Capital Private Equity	Amanta Healthcare (formerly Marck Biosciences)	Asia	South Asia	India	IND	IN	Health Care	Health Care	Pharmaceuticals & Biotechnology	Pharmaceuticals	Pharmaceuticals	G Chemicals	Chemicals	Private Equity	Growth	1	16-May	2016	0.0	
1875	The Carlyle Group	Mazarine Energy	MENA	North Africa	Tunisia	TUN	TN	Oil & Gas	Oil & Gas	Oil & Gas Producers	Exploration & Production	Energy Equipment & Services	B Oil, Gas and Mining	Oil, Gas and Mining	Infrastructure & Real Assets	Growth	500	16-May	2016	0.0	
1876	CIMB Private Equity	Jaya Grocer	Asia	Southeast Asia	Malaysia	MYS	MY	Consumer Services	Retail	Food & Drug Retailers	Food Retailers & Wholesalers	Food & Staples Retailing	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Growth		16-May	2016	0.0	
1877	Accel Partners, Helion Venture Partners	GoldVIP Technology Solutions (Crownit)	Asia	South Asia	India	IND	IN	Consumer Services	Media	Media	Media Agencies	Media	N Information	Information	Private Equity	Venture Capital	4	16-May	2016	0.0	
1878	XSML	B.I.S.	Sub-Saharan Africa	Central Africa	Democratic Republic of the Congo	COD	CD	Health Care	Health Care	Pharmaceuticals & Biotechnology	Pharmaceuticals	Pharmaceuticals	G Chemicals	Chemicals	Private Credit	Mezzanine		16-May	2016		
1879	NEVEQ Capital Partners	Properati	Latin America	South America	Argentina	ARG	AR	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	2	16-May	2016	0.0	
1880	CDH Investments	Hangzhou Chenxi Multimedia Technology (Taobao Movie, Tao Piaopiao)	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Growth		16-May	2016	0.0	
1881	Emerging Capital Partners (ECP)	Maarifa Education	Sub-Saharan Africa	East Africa	Kenya	KEN	KE	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Growth	8	16-May	2016	1.0	
1882	Banyan Capital	Vzan	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Internet	Internet Software & Services	N Information	Information	Private Equity	Venture Capital		16-May	2016	0.0	
1883	Meridian Capital	Handsome Financial Services Asset Management	Asia	East Asia	China	CHN	CN	Financials	Financial Services	Financial Services	Mortgage Finance	Thrifts & Mortgage Finance	O Finance & Insurance	Finance & Insurance	Private Equity	Growth		16-May	2016	0.0	
1884	DCM, QF Capital (Qifu Capital)	Mr. Koalac	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	23	16-May	2016	0.0	
1885	Creation Investments Capital Management, Creation Investments Capital Management, SAIF Partners, Sequoia Capital	Zen Lefin (Capital Float)	Asia	South Asia	India	IND	IN	Financials	Financial Services	Financial Services	Specialty Finance	Diversified Financial Services	O Finance & Insurance	Finance & Insurance	Private Equity	Venture Capital	25	16-May	2016	0.0	
1886	500 Startups	StoreHub	Asia	Southeast Asia	Malaysia	MYS	MY	Industrials	Industrial Goods & Services	Support Services	Financial Administration	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	1	16-May	2016	0.0	
1887	Blume Ventures	Unacademy	Asia	South Asia	India	IND	IN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	1	16-May	2016	0.0	
1888	XSML	VIP Palace	Sub-Saharan Africa	Central Africa	Democratic Republic of the Congo	COD	CD	Consumer Services	Travel & Leisure	Travel & Leisure	Hotels	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Credit	Mezzanine		16-May	2016		
1889	Kaszek Ventures, Ribbit Capital	GuiaBolso	Latin America	South America	Brazil	BRA	BR	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	13	16-May	2016	0.0	
1890	ClearVue Partners	CHIC Fresh	Asia	East Asia	China	CHN	CN	Consumer Goods	Food & Beverage	Beverages	Soft Drinks	Beverages	F Food & Beverages	Food & Beverages	Private Equity	Growth	30	16-May	2016	0.0	
1891	AppWorks Ventures	Contax Digital Integration (17Life)	Asia	East Asia	Taiwan	TWN	TW	Technology	Technology	Software & Computer Services	Internet	Internet Software & Services	N Information	Information	Private Equity	Venture Capital	5	16-May	2016	0.0	
1892	DILA Capital	Yadatex	Latin America	Central America	Mexico	MEX	MX	Consumer Goods	Personal & Household Goods	Personal Goods	Clothing & Accessories	Textiles, Apparel & Luxury Goods	K Textiles, Apparel & Leather	Textiles, Apparel & Leather	Private Equity	Venture Capital		16-May	2016	0.0	
1893	500 Startups	Cornflix.TV	Asia	Southeast Asia	Singapore	SGP	SG	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		16-May	2016	0.0	
1894	IDG Ventures India, Blume Ventures, Inventus Capital Partners	HealthifyMe	Asia	South Asia	India	IND	IN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	6	16-May	2016	0.0	
1895	Warburg Pincus	UIB International Maternity Care Center	Asia	East Asia	China	CHN	CN	Health Care	Health Care	Health Care Equipment & Services	Health Care Providers	Health Care Providers & Services	S Health Care	Health Care	Private Equity	Growth		16-May	2016	0.0	
1896	Norwest Venture Partners (NVP), Accel Partners, DST Global	Bundl Technologies (Swiggy)	Asia	South Asia	India	IND	IN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	7	16-May	2016	0.0	
1897	XSML	Institut Aurora	Sub-Saharan Africa	Central Africa	Democratic Republic of the Congo	COD	CD	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Credit	Mezzanine		16-May	2016		
1898	SAIF Partners	Graphic Design Information (GDI)	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	15	16-May	2016	0.0	
1899	Accel Partners, IKP Investment Management Company (IKPIMC), India Venture Partners	Consure Medical	Asia	South Asia	India	IND	IN	Health Care	Health Care	Health Care Equipment & Services	Medical Supplies	Health Care Equipment & Supplies	S Health Care	Health Care	Private Equity	Venture Capital	5	16-May	2016	0.0	
1900	Ventech, IDG Capital Partners (IDGVC), Matrix Partners	Songxiaocai.com	Asia	East Asia	China	CHN	CN	Industrials	Industrial Goods & Services	Support Services	Industrial Suppliers	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	13	16-May	2016	0.0	
1901	Eminent Venture Capital	ACT Genomics	Asia	East Asia	Taiwan	TWN	TW	Health Care	Health Care	Pharmaceuticals & Biotechnology	Biotechnology	Biotechnology	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		16-May	2016	0.0	
1902	Gobi Partners	Weiclicai.com	Asia	East Asia	China	CHN	CN	Financials	Financial Services	Financial Services	Specialty Finance	Diversified Financial Services	O Finance & Insurance	Finance & Insurance	Private Equity	Venture Capital		16-May	2016	0.0	
1903	Elixir Capital	Kokiku TV	Asia	Southeast Asia	Indonesia	IDN	ID	Consumer Services	Media	Media	Publishing	Media	N Information	Information	Private Equity	Venture Capital		16-May	2016	0.0	
1904	Softbank China Venture Capital (SBCVC), Eastern Bell Venture Capital, New Horizon Capital, Shenzhen Costone Venture Capital	Beijing Culiu Network Technology (Chuchujie)	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Broadline Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	154	16-May	2016	1.0	
1905	GGV Capital, DCM, Greylock Partners, Qiming Venture Partners	Musical.ly	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Internet	Internet Software & Services	N Information	Information	Private Equity	Venture Capital	100	16-May	2016	0.0	
1906	Neulogy Ventures	Agent Balance	CEE & CIS	Central & Eastern Europe (CEE)	Slovakia	SVK	SK	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	1	16-May	2016	0.0	
1907	New Horizon Capital	GoGoVan	Asia	East Asia	China	CHN	CN	Industrials	Industrial Goods & Services	Industrial Transportation	Delivery Services	Air Freight & Logistics	E Transportation and Warehousing	Transportation and Warehousing	Private Equity	Venture Capital		16-May	2016	0.0	
1908	IDG Ventures India, Inventus Capital Partners, Nirvana Venture Advisors	Unbxd	Asia	South Asia	India	IND	IN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		16-May	2016	0.0	
1909	TPG, IDG Ventures India	Valyoo Technologies (LensKart)	Asia	South Asia	India	IND	IN	Consumer Services	Retail	General Retailers	Specialty Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	34	16-May	2016	0.0	20.344499600000002
1910	Future Capital, Source Code Capital	Beijing Chehejia Technology	Asia	East Asia	China	CHN	CN	Consumer Goods	Automobiles & Parts	Automobiles & Parts	Automobiles	Automobiles	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Venture Capital		16-May	2016	0.0	
1911	Korea Investment Partners (KIP)	BeauCare Clinics Investment	Asia	East Asia	China	CHN	CN	Health Care	Health Care	Health Care Equipment & Services	Health Care Providers	Health Care Providers & Services	S Health Care	Health Care	Private Equity	Venture Capital	1	16-May	2016	0.0	
1912	Sequoia Capital	MobiKwik	Asia	South Asia	India	IND	IN	Financials	Financial Services	Financial Services	Consumer Finance	Consumer Finance	O Finance & Insurance	Finance & Insurance	Private Equity	Venture Capital		16-May	2016	0.0	
1913	IDFC Alternatives	IDFC Renewable Energy Platform	Asia	South Asia	India	IND	IN	Utilities	Utilities	Electricity	Alternative Electricity	Independent Power and Renewable Electricity Producers	V Electric Power	Utilities	Infrastructure & Real Assets	Growth	70	16-May	2016	0.0	
1914	Gulf Capital	Multibrands Trading	MENA	Middle East	Saudi Arabia	SAU	SA	Industrials	Industrial Goods & Services	Industrial Transportation	Delivery Services	Air Freight & Logistics	E Transportation and Warehousing	Transportation and Warehousing	Private Equity	Buyout		16-May	2016	0.0	
1915	LIV Capital	Logyt	Latin America	Central America	Mexico	MEX	MX	Industrials	Industrial Goods & Services	Industrial Transportation	Transportation Services	Transportation Infrastructure	E Transportation and Warehousing	Transportation and Warehousing	Private Equity	Growth		16-May	2016	0.0	
1916	Adenia Partners	Opham	Sub-Saharan Africa	East Africa	Madagascar	MDG	MG	Consumer Services	Retail	Food & Drug Retailers	Drug Retailers	Food & Staples Retailing	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Buyout		16-May	2016	0.0	
1917	Blume Ventures	Inzane Labs (Pagalguy, Prepathon)	Asia	South Asia	India	IND	IN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital		16-May	2016	0.0	
1918	Quadria Capital Investment Management	Concord Biotech	Asia	South Asia	India	IND	IN	Health Care	Health Care	Pharmaceuticals & Biotechnology	Pharmaceuticals	Pharmaceuticals	G Chemicals	Chemicals	Private Equity	Growth	72	16-May	2016	1.0	
1919	500 Startups	T2P (DeepPocket)	Asia	Southeast Asia	Thailand	THA	TH	Industrials	Industrial Goods & Services	Support Services	Financial Administration	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	1	16-May	2016	0.0	
