	Fund Manager(s)	Company Name	Region	Sub-Region	Country	country code	country code_2	ICB Industry	ICB Supersector	ICB Sector	ICB Subsector	GICS Industry [column F]	IFC primary sector	IFC primary sector (#)	Asset Class	Investment Type	Investment Amount (US$m)	Investment Date	year	IFC	valuation
10548	The Abraaj Group	Sandbox Holdings	Sub-Saharan Africa	Southern Africa	South Africa	ZAF	ZA	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Growth		9-Jul	2009	0.0	
10549	Xiaoshan Venture Capital	Hangzhou Taixin Communications Technology Co., Ltd.	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Internet	Internet Software & Services	N Information	Information	Private Equity	Venture Capital	0.4	9-Jul	2009	0.0	
10550	Lightspeed Venture Partners	TutorVista Global	Asia	South Asia	India	IND	IN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Growth		9-Jul	2009	0.0	
10551	Richmond Global Ventures, GSR Ventures	AdChina	Asia	East Asia	China	CHN	CN	Consumer Services	Media	Media	Media Agencies	Media	N Information	Information	Private Equity	Venture Capital	19	9-Jul	2009	0.0	
10552	The Abraaj Group	Southey Holdings	Sub-Saharan Africa	Southern Africa	South Africa	ZAF	ZA	Industrials	Industrial Goods & Services	General Industrials	Diversified Industrials	Industrial Conglomerates	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Growth	13	9-Jul	2009	1.0	
10553	Bamboo Finance	TenGer Financial Group (Xac Bank)	Asia	East Asia	Mongolia	MNG	MN	Financials	Banks	Banks	Banks	Banks	O Finance & Insurance	Finance & Insurance	Private Equity	Growth	15	9-Jul	2009	1.0	
10554	Zhejiang Sinowisdom Investment Management (Sinowisdom)	Suncha Bamboo & Wood	Asia	East Asia	China	CHN	CN	Consumer Goods	Personal & Household Goods	Household Goods & Home Construction	Nondurable Household Products	Household Durables	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Growth	4	9-Jul	2009	0.0	
10555	DCM	Hudong.com	Asia	East Asia	China	CHN	CN	Consumer Services	Media	Media	Publishing	Media	N Information	Information	Private Equity	Venture Capital	30	9-Jul	2009	0.0	
10556	Innobridge Venture Fund	UUCUN	Asia	East Asia	China	CHN	CN	Consumer Services	Media	Media	Media Agencies	Media	N Information	Information	Private Equity	Venture Capital		9-Jul	2009	0.0	
10557	Northern Light Venture Capital (NLVC)	DerbySoft	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	5	9-Jul	2009	0.0	
10558	GVFL	Sebacic India	Asia	South Asia	India	IND	IN	Basic Materials	Chemicals	Chemicals	Commodity Chemicals	Chemicals	G Chemicals	Chemicals	Private Equity	Venture Capital	1	9-Jul	2009	0.0	
10559	Tiantu Xingye Venture Capital (Tiantu Capital)	I-Tooling Manufacturing Group (IMG)	Asia	East Asia	China	CHN	CN	Industrials	Industrial Goods & Services	Industrial Engineering	Industrial Machinery	Machinery	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Venture Capital	3	9-Jul	2009	0.0	
10560	The Abraaj Group	IASA Corporation (IasaCorp)	Latin America	South America	Peru	PER	PE	Consumer Services	Retail	General Retailers	Apparel Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Growth		9-Jul	2009	1.0	
10561	IL&FS Investment Managers	Electrosteel Steels	Asia	South Asia	India	IND	IN	Basic Materials	Basic Resources	Industrial Metals & Mining	Iron & Steel	Metals & Mining	I Primary Metals	Primary Metals	Private Equity	Growth	10	9-Jul	2009	0.0	
10562	IDFC Alternatives	Ashoka Buildcon	Asia	South Asia	India	IND	IN	Industrials	Construction & Materials	Construction & Materials	Heavy Construction	Construction & Engineering	H Nonmetallic Mineral Product Manufacturing	Nonmetallic Mineral Product Manufacturing	Infrastructure & Real Assets	Growth	21	9-Jul	2009	1.0	33.72455544
10563	Avallon	Good Food	CEE & CIS	Central & Eastern Europe (CEE)	Poland	POL	PL	Consumer Goods	Food & Beverage	Food Producers	Food Products	Food Products	F Food & Beverages	Food & Beverages	Private Equity	Buyout		9-Jul	2009	0.0	
10564	CITIC Private Equity Funds Management	Beijing Jangho Curtain Wall Co.	Asia	East Asia	China	CHN	CN	Industrials	Construction & Materials	Construction & Materials	Building Materials & Fixtures	Building Products	H Nonmetallic Mineral Product Manufacturing	Nonmetallic Mineral Product Manufacturing	Private Equity	Growth	35	9-Jul	2009	0.0	33.9
10565	Trustbridge Partners (TBP Capital)	Shandong Realcan Pharmaceutical	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	Food & Drug Retailers	Drug Retailers	Food & Staples Retailing	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	15	9-Jul	2009	0.0	
10566	Mid Europa Partners	SBB/Telemach Group	CEE & CIS	Central & Eastern Europe (CEE)	Serbia	SRB	RS	Telecommunications	Telecommunications	Fixed Line Telecommunications	Fixed Line Telecommunications	Diversified Telecommunication Services	N Information	Information	Private Equity	Buyout		9-Jul	2009	1.0	1356.685512
10567	Delta Partners Capital	Vox Spectrum	MENA	Middle East	United Arab Emirates	ARE	AE	Telecommunications	Telecommunications	Mobile Telecommunications	Mobile Telecommunications	Wireless Telecommunication Services	N Information	Information	Private Equity	Growth		9-Jun	2009	0.0	
10568	Cordiant Capital	Zain Ghana (Bharti Airtel)	Sub-Saharan Africa	West Africa	Ghana	GHA	GH	Telecommunications	Telecommunications	Mobile Telecommunications	Mobile Telecommunications	Wireless Telecommunication Services	N Information	Information	Private Credit	Debt	8	9-Jun	2009		
10569	Elevar Equity	Grama Vidiyal Microfinance	Asia	South Asia	India	IND	IN	Financials	Financial Services	Financial Services	Specialty Finance	Diversified Financial Services	O Finance & Insurance	Finance & Insurance	Private Equity	Growth		9-Jun	2009	1.0	
10570	Cauris Management	SODIGAZ	Sub-Saharan Africa	West Africa	Togo	TGO	TG	Utilities	Utilities	Gas, Water & Multi-utilities	Gas Distribution	Gas Utilities	C Utilities	Utilities	Private Credit	Mezzanine	1	9-Jun	2009		
10571	AfricInvest	Amimer Energie	MENA	North Africa	Algeria	DZA	DZ	Industrials	Industrial Goods & Services	Industrial Engineering	Industrial Machinery	Machinery	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Growth	11	9-Jun	2009	1.0	
10572	Aavishkaar Venture Management, Ventureast	Vortex Engineering	Asia	South Asia	India	IND	IN	Technology	Technology	Technology Hardware & Equipment	Computer Hardware	Technology Hardware, Storage & Peripherals	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Venture Capital	0.2	9-Jun	2009	1.0	
10573	Aavishkaar Venture Management	Swas Healthcare	Asia	South Asia	India	IND	IN	Health Care	Health Care	Health Care Equipment & Services	Health Care Providers	Health Care Providers & Services	S Health Care	Health Care	Private Equity	Venture Capital	0.1	9-Jun	2009	0.0	0.027402265
10574	Pacific Road Capital Management	First Bauxite Corporation	Latin America	South America	Guyana	GUY	GY	Basic Materials	Basic Resources	Industrial Metals & Mining	Aluminum	Metals & Mining	I Primary Metals	Primary Metals	Infrastructure & Real Assets	Growth	7	9-Jun	2009	0.0	
10575	The Abraaj Group	Opalia Pharma	MENA	North Africa	Tunisia	TUN	TN	Health Care	Health Care	Pharmaceuticals & Biotechnology	Pharmaceuticals	Pharmaceuticals	G Chemicals	Chemicals	Private Equity	Growth		9-Jun	2009	0.0	
10576	IMM Private Equity, Mirae Asset Global Investments	Doosan DST	Asia	East Asia	South Korea	KOR	KR	Industrials	Industrial Goods & Services	Aerospace & Defense	Defense	Aerospace & Defense	X Other (For Non-Investment Projects)	Other Public	Private Equity	Buyout	172	9-Jun	2009	0.0	285.90153280000004
10577	IMM Private Equity, Mirae Asset Global Investments	Korea Aerospace Industries (KAI)	Asia	East Asia	South Korea	KOR	KR	Industrials	Industrial Goods & Services	Aerospace & Defense	Aerospace	Aerospace & Defense	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Growth	76	9-Jun	2009	0.0	
10578	IMM Private Equity, Mirae Asset Global Investments	Samhwa Crown & Closure	Asia	East Asia	South Korea	KOR	KR	Industrials	Industrial Goods & Services	General Industrials	Containers & Packaging	Containers & Packaging	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Buyout		9-Jun	2009	0.0	
10579	IMM Private Equity, Mirae Asset Global Investments	KFC Korea	Asia	East Asia	South Korea	KOR	KR	Consumer Services	Travel & Leisure	Travel & Leisure	Restaurants & Bars	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Buyout	43	9-Jun	2009	0.0	0.044287495
10580	The Abraaj Group	K-Electric (Karachi Electric Supply)	Asia	South Asia	Pakistan	PAK	PK	Utilities	Utilities	Electricity	Conventional Electricity	Electric Utilities	V Electric Power	Utilities	Infrastructure & Real Assets	Growth	107	9-Jun	2009	0.0	
10581	MAS Equity Partners	Petroworks	Latin America	South America	Colombia	COL	CO	Oil & Gas	Oil & Gas	Oil Equipment, Services & Distribution	Oil Equipment & Services	Energy Equipment & Services	B Oil, Gas and Mining	Oil, Gas and Mining	Private Equity	Growth		9-Jun	2009	0.0	
10582	TPG	MIE Holdings (MI Energy)	Asia	East Asia	China	CHN	CN	Oil & Gas	Oil & Gas	Oil & Gas Producers	Exploration & Production	Energy Equipment & Services	B Oil, Gas and Mining	Oil, Gas and Mining	Infrastructure & Real Assets	Growth	53	9-Jun	2009	0.0	24.0
10583	Patria Investimentos	Veloce Logistica	Latin America	South America	Brazil	BRA	BR	Industrials	Industrial Goods & Services	Industrial Transportation	Transportation Services	Transportation Infrastructure	E Transportation and Warehousing	Transportation and Warehousing	Private Equity	Growth		9-Jun	2009	0.0	
10584	Nexxus Capital	Harmon Hall Holding	Latin America	Central America	Mexico	MEX	MX	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Growth	1	9-Jun	2009	1.0	
10585	MENA Infrastructure	United Power Company (UPC)	MENA	Middle East	Oman	OMN	OM	Utilities	Utilities	Electricity	Conventional Electricity	Electric Utilities	V Electric Power	Utilities	Infrastructure & Real Assets	PIPE	27	9-Jun	2009	0.0	
10586	CITIC Capital Partners	Guan Sheng Yuan	Asia	East Asia	China	CHN	CN	Consumer Goods	Food & Beverage	Food Producers	Food Products	Food Products	F Food & Beverages	Food & Beverages	Private Equity	Buyout	75	9-Jun	2009	0.0	
10587	Morningside Ventures	eChinaChem, Inc.	Asia	East Asia	China	CHN	CN	Industrials	Industrial Goods & Services	Support Services	Business Support Services	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Growth	1	9-Jun	2009	0.0	
10588	iD TechVentures (iDT)	HiTeam Software Engineering Academy	Asia	East Asia	China	CHN	CN	Industrials	Industrial Goods & Services	Support Services	Business Training & Employment Agencies	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Growth	5	9-Jun	2009	0.0	
10589	SAIF Partners	Network 18 Media & Investment	Asia	South Asia	India	IND	IN	Consumer Services	Media	Media	Broadcasting & Entertainment	Media	N Information	Information	Private Equity	PIPE	26	9-Jun	2009	0.0	
10590	Axis Private Equity	Shalivahana Green Energy	Asia	South Asia	India	IND	IN	Utilities	Utilities	Electricity	Alternative Electricity	Independent Power and Renewable Electricity Producers	V Electric Power	Utilities	Infrastructure & Real Assets	Growth	11	9-Jun	2009	0.0	
10591	SAIF Partners	Yayi International	Asia	East Asia	China	CHN	CN	Consumer Goods	Food & Beverage	Food Producers	Food Products	Food Products	F Food & Beverages	Food & Beverages	Private Equity	Growth	15	9-Jun	2009	0.0	
10592	KTB Investment & Securities	MagnaChip Semiconductor	Asia	East Asia	South Korea	KOR	KR	Technology	Technology	Technology Hardware & Equipment	Semiconductors	Technology Hardware, Storage & Peripherals	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Buyout	80	9-Jun	2009	0.0	
10593	Nexus Venture Partners, Bessemer Venture Partners	OLX	Latin America	South America	Argentina	ARG	AR	Consumer Services	Media	Media	Media Agencies	Media	N Information	Information	Private Equity	Growth	5	9-Jun	2009	0.0	
10594	Gobi Partners	DigiLinx Technology Co., Ltd.	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	2	9-Jun	2009	0.0	
10595	MC Capital, STIC Investments	Yeong Guan Energy Technology Group (YGET)	Asia	East Asia	Taiwan	TWN	TW	Basic Materials	Basic Resources	Industrial Metals & Mining	Iron & Steel	Metals & Mining	I Primary Metals	Primary Metals	Private Equity	Growth	30	9-Jun	2009	0.0	
10596	Bain Capital	GOME Electrical Appliances Holding	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Specialty Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	PIPE	233	9-Jun	2009	0.0	266.7251391
10597	Unicorn Investment Bank	Bahrain Maintenance and Diving Services (BMDS)	MENA	Middle East	Bahrain	BHR	BH	Oil & Gas	Oil & Gas	Oil Equipment, Services & Distribution	Oil Equipment & Services	Energy Equipment & Services	B Oil, Gas and Mining	Oil, Gas and Mining	Private Equity	Growth		9-Jun	2009	0.0	
10598	Wuhan Herun VC	Legend of Yue Fei Animation Production	Asia	East Asia	China	CHN	CN	Consumer Services	Media	Media	Broadcasting & Entertainment	Media	N Information	Information	Private Equity	Venture Capital	4	9-Jun	2009	0.0	
10599	Starr International Finance AG (SIF)	Techpool Biochemical Pharmaceutical	Asia	East Asia	China	CHN	CN	Health Care	Health Care	Pharmaceuticals & Biotechnology	Pharmaceuticals	Pharmaceuticals	G Chemicals	Chemicals	Private Equity	Growth		9-Jun	2009	0.0	
10600	Enterprise Investors	ItWorks	CEE & CIS	Central & Eastern Europe (CEE)	Poland	POL	PL	Technology	Technology	Software & Computer Services	Computer Services	IT Services	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Buyout	5	9-Jun	2009	0.0	
10601	Conduit Capital Partners	Jamaica Energy Partners (JEP)	Latin America	Caribbean	Jamaica	JAM	JM	Utilities	Utilities	Electricity	Conventional Electricity	Electric Utilities	V Electric Power	Utilities	Infrastructure & Real Assets	Buyout		9-Jun	2009	0.0	
10602	Conduit Capital Partners	Pedregal Power Company	Latin America	Central America	Panama	PAN	PA	Utilities	Utilities	Electricity	Conventional Electricity	Electric Utilities	V Electric Power	Utilities	Infrastructure & Real Assets	Buyout		9-Jun	2009	0.0	
10603	Harith General Partners	Essar Telecom Kenya (ETK)	Sub-Saharan Africa	East Africa	Kenya	KEN	KE	Telecommunications	Telecommunications	Mobile Telecommunications	Mobile Telecommunications	Wireless Telecommunication Services	N Information	Information	Infrastructure & Real Assets	Growth	94	9-Jun	2009	0.0	
10604	Emerging Capital Partners (ECP)	Wananchi Group Holdings	Sub-Saharan Africa	East Africa	Kenya	KEN	KE	Telecommunications	Telecommunications	Fixed Line Telecommunications	Fixed Line Telecommunications	Diversified Telecommunication Services	N Information	Information	Private Equity	Growth		9-Jun	2009	1.0	
10605	Grupo ECOS	Entelin Corporation	Latin America	South America	Peru	PER	PE	Utilities	Utilities	Electricity	Alternative Electricity	Independent Power and Renewable Electricity Producers	V Electric Power	Utilities	Private Equity	Growth		9-Jun	2009	0.0	
10606	Shanghai Puchuang Investment Co., Ltd.	Anhui Gujing Group	Asia	East Asia	China	CHN	CN	Industrials	Industrial Goods & Services	General Industrials	Diversified Industrials	Industrial Conglomerates	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Growth	68	9-Jun	2009	0.0	
10607	Ceyuan Ventures, Morningside Ventures	UCweb Technology	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	12	9-Jun	2009	0.0	
10608	CDH Investments, China Science & Merchants Capital Management (CSM)	Chery Automobile	Asia	East Asia	China	CHN	CN	Consumer Goods	Automobiles & Parts	Automobiles & Parts	Automobiles	Automobiles	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Growth	425	9-Jun	2009	0.0	
