	Fund Manager(s)	Company Name	Region	Sub-Region	Country	country code	country code_2	ICB Industry	ICB Supersector	ICB Sector	ICB Subsector	GICS Industry [column F]	IFC primary sector	IFC primary sector (#)	Asset Class	Investment Type	Investment Amount (US$m)	Investment Date	year	IFC	valuation
2280	Mid Europa Partners	Walmark	CEE & CIS	Central & Eastern Europe (CEE)	Czech Republic	CZE	CZ	Consumer Goods	Food & Beverage	Food Producers	Food Products	Food Products	F Food & Beverages	Food & Beverages	Private Equity	Buyout		16-Feb	2016	0.0	
2281	Elbrus Capital	Headhunter	CEE & CIS	Commonwealth of Independent States (CIS)	Russia	RUS	RU	Industrials	Industrial Goods & Services	Support Services	Business Training & Employment Agencies	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Buyout	131	16-Feb	2016	1.0	
2282	Mountain Nazca	MisAbogados.com	Latin America	South America	Chile	CHL	CL	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital		16-Feb	2016	0.0	
2283	Warburg Pincus	D&J Industrial Property (China) Investment	Asia	East Asia	China	CHN	CN	Financials	Real Estate	Real Estate Investment & Services	Real Estate Holding & Development	Real Estate Management & Development	D Construction and Real Estate	Construction and Real Estate	Private Equity	Growth	220	16-Feb	2016	0.0	
2284	IvyCap Ventures, Mayfield Fund, Orios Venture Partners	Crenovative Ideas (TaskBob)	Asia	South Asia	India	IND	IN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	5	16-Feb	2016	0.0	
2285	Saama Capital, DSG Consumer Partners, Sequoia Capital	Rakyan Beverages (Raw Pressery)	Asia	South Asia	India	IND	IN	Consumer Goods	Food & Beverage	Beverages	Soft Drinks	Beverages	F Food & Beverages	Food & Beverages	Private Equity	Venture Capital	5	16-Feb	2016	0.0	
2286	Legend Capital	Fairlubo	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Growth		16-Feb	2016	0.0	
2287	3TS Capital Partners	SALESmanago	CEE & CIS	Central & Eastern Europe (CEE)	Poland	POL	PL	Consumer Services	Media	Media	Media Agencies	Media	N Information	Information	Private Equity	Growth	6	16-Feb	2016	0.0	
2288	IDFC Alternatives	Bangalore Elevated Tollway	Asia	South Asia	India	IND	IN	Industrials	Industrial Goods & Services	Industrial Transportation	Transportation Services	Transportation Infrastructure	E Transportation and Warehousing	Transportation and Warehousing	Infrastructure & Real Assets	Growth		16-Feb	2016	0.0	
2289	Synergy Capital Managers	Africa Terminals	Sub-Saharan Africa	West Africa	Nigeria	NGA	NG	Oil & Gas	Oil & Gas	Oil Equipment, Services & Distribution	Oil Equipment & Services	Energy Equipment & Services	B Oil, Gas and Mining	Oil, Gas and Mining	Private Equity	Growth		16-Feb	2016	1.0	
2290	Global Environment Fund (GEF)	Compagnie des Bois du Gabon	Sub-Saharan Africa	Central Africa	Gabon	GAB	GA	Basic Materials	Basic Resources	Forestry & Paper	Forestry	Paper & Forest Products	A Agriculture and Forestry	Agriculture & Forestry	Infrastructure & Real Assets	Growth		16-Feb	2016	1.0	
2291	China Broadband Capital (CBC)	Zhang Kong Internet Technology (Waiqin365)	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		16-Feb	2016	0.0	
2292	Ventech	Beijing Liangshi Wuji Technology (Wandougongzhu, Wonderfull)	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Broadline Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	10	16-Feb	2016	0.0	
2293	Lilly Asia Ventures	IMPACT Therapeutics	Asia	East Asia	China	CHN	CN	Health Care	Health Care	Pharmaceuticals & Biotechnology	Biotechnology	Biotechnology	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	10	16-Feb	2016	0.0	
2294	East Ventures, Fenox Venture Capital	Jurnal	Asia	Southeast Asia	Indonesia	IDN	ID	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		16-Feb	2016	0.0	
2295	Lightspeed Venture Partners	Samast Technology (Magicpin)	Asia	South Asia	India	IND	IN	Consumer Services	Media	Media	Media Agencies	Media	N Information	Information	Private Equity	Venture Capital	3	16-Feb	2016	0.0	
2296	Accel Partners	Sigtuple Technologies	Asia	South Asia	India	IND	IN	Health Care	Health Care	Health Care Equipment & Services	Health Care Providers	Health Care Providers & Services	S Health Care	Health Care	Private Equity	Venture Capital		16-Feb	2016	0.0	
2297	Vital Capital Investments	Vital Tomosi's Dairy	Sub-Saharan Africa	East Africa	Uganda	UGA	UG	Consumer Goods	Food & Beverage	Food Producers	Farming, Fishing & Plantations	Food Products	A Agriculture and Forestry	Agriculture & Forestry	Private Equity	Growth	3	16-Feb	2016	0.0	
2298	IDG Capital Partners (IDGVC)	Drogen	Asia	East Asia	South Korea	KOR	KR	Consumer Goods	Personal & Household Goods	Leisure Goods	Consumer Electronics	Household Durables	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Venture Capital	4	16-Feb	2016	0.0	
2299	Kaszek Ventures	QuintoAndar	Latin America	South America	Brazil	BRA	BR	Financials	Real Estate	Real Estate Investment & Services	Real Estate Services	Real Estate Management & Development	D Construction and Real Estate	Construction and Real Estate	Private Equity	Venture Capital	7	16-Feb	2016	0.0	
2300	SAIF Partners, IDG Ventures India, New Enterprise Associates (NEA)	Xpressbees Logistics Solutions	Asia	South Asia	India	IND	IN	Industrials	Industrial Goods & Services	Industrial Transportation	Delivery Services	Air Freight & Logistics	E Transportation and Warehousing	Transportation and Warehousing	Private Equity	Venture Capital	13	16-Feb	2016	0.0	
2301	Matrix Partners	Time of Virtual Reality (TVR)	Asia	East Asia	China	CHN	CN	Consumer Goods	Personal & Household Goods	Leisure Goods	Toys	Specialty Retail	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Venture Capital		16-Feb	2016	0.0	
2302	500 Startups	Favful	Asia	Southeast Asia	Malaysia	MYS	MY	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	0.1	16-Feb	2016	0.0	
2303	KKR	Max Financial Services	Asia	South Asia	India	IND	IN	Financials	Insurance	Life Insurance	Life Insurance	Insurance	O Finance & Insurance	Finance & Insurance	Private Equity	PIPE	139	16-Feb	2016	0.0	283.5
2304	KV Asia Capital	TF Value-Mart	Asia	Southeast Asia	Malaysia	MYS	MY	Consumer Services	Retail	Food & Drug Retailers	Food Retailers & Wholesalers	Food & Staples Retailing	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Buyout		16-Feb	2016	0.0	
2305	KK Fund	Event Pop	Asia	Southeast Asia	Thailand	THA	TH	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	1	16-Feb	2016	0.0	
2306	Northgate Capital	ABC Leasing	Latin America	Central America	Mexico	MEX	MX	Financials	Financial Services	Financial Services	Specialty Finance	Diversified Financial Services	O Finance & Insurance	Finance & Insurance	Private Equity	Growth	16	16-Feb	2016	0.0	
2307	Gulf Capital	Middle East Glass Manufacturing (MEG)	MENA	North Africa	Egypt	EGY	EG	Industrials	Industrial Goods & Services	General Industrials	Containers & Packaging	Containers & Packaging	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	PIPE		16-Feb	2016	0.0	
2308	Advent International	QuEST Global	Asia	Southeast Asia	Singapore	SGP	SG	Industrials	Industrial Goods & Services	General Industrials	Diversified Industrials	Industrial Conglomerates	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Growth	80	16-Feb	2016	0.0	270.0
2309	Tiger Global Management	Contagious Online Media Network (The Viral Fever)	Asia	South Asia	India	IND	IN	Consumer Services	Media	Media	Broadcasting & Entertainment	Media	N Information	Information	Private Equity	Venture Capital	10	16-Feb	2016	0.0	
2310	Wavemaker Partners, Qualgro	Wavecell	Asia	Southeast Asia	Singapore	SGP	SG	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	2	16-Feb	2016	0.0	
2311	Gobi Partners	Triip	Asia	Southeast Asia	Vietnam	VNM	VN	Consumer Services	Travel & Leisure	Travel & Leisure	Travel & Tourism	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Venture Capital	1	16-Feb	2016	0.0	
2312	Asma Capital Partners, Capital Group Private Markets, IFC Asset Management Company (AMC)	Seven Energy	Sub-Saharan Africa	West Africa	Nigeria	NGA	NG	Oil & Gas	Oil & Gas	Oil & Gas Producers	Integrated Oil & Gas	Oil, Gas & Consumable Fuels	B Oil, Gas and Mining	Oil, Gas and Mining	Infrastructure & Real Assets	Growth	52	16-Feb	2016	1.0	
2313	Powerhouse Ventures	Advergame Technologies (Gamezop)	Asia	South Asia	India	IND	IN	Consumer Goods	Personal & Household Goods	Leisure Goods	Toys	Specialty Retail	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Venture Capital	0.4	16-Feb	2016	0.0	
2314	Lightspeed Venture Partners	GetVee Technologies (Vee)	Asia	South Asia	India	IND	IN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		16-Feb	2016	0.0	
2315	Golden Gate Ventures	Grana	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Apparel Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	4	16-Feb	2016	0.0	
2316	Unitus Seed Fund	Betterplace Safety Solutions	Asia	South Asia	India	IND	IN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	1	16-Feb	2016	0.0	
2317	Sequoia Capital	Nanjing Cheyitao Network Technology (Che300)	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	15	16-Feb	2016	0.0	
2318	Blume Ventures	Garagepreneurs Internet (Buddy)	Asia	South Asia	India	IND	IN	Financials	Financial Services	Financial Services	Consumer Finance	Consumer Finance	O Finance & Insurance	Finance & Insurance	Private Equity	Venture Capital	0.5	16-Feb	2016	0.0	
2319	IDG Ventures India, Inventus Capital Partners	AasaanJobs	Asia	South Asia	India	IND	IN	Industrials	Industrial Goods & Services	Support Services	Business Training & Employment Agencies	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	5	16-Feb	2016	0.0	
2320	Kalaari Capital	RKSV Securities India	Asia	South Asia	India	IND	IN	Financials	Financial Services	Financial Services	Investment Services	Capital Markets	O Finance & Insurance	Finance & Insurance	Private Equity	Venture Capital	4	16-Feb	2016	0.0	
2321	Novastar Ventures	SolarNow	Sub-Saharan Africa	East Africa	Uganda	UGA	UG	Utilities	Utilities	Electricity	Alternative Electricity	Independent Power and Renewable Electricity Producers	V Electric Power	Utilities	Private Equity	Venture Capital		16-Feb	2016	0.0	
2322	Amethis Finance, Phoenix Capital Management	Petro Ivoire	Sub-Saharan Africa	West Africa	Cote d'Ivoire	CIV	CI	Oil & Gas	Oil & Gas	Oil & Gas Producers	Integrated Oil & Gas	Oil, Gas & Consumable Fuels	B Oil, Gas and Mining	Oil, Gas and Mining	Private Equity	Growth		16-Feb	2016	0.0	1.331602228
2323	LIV Capital	Wobi	Latin America	Central America	Mexico	MEX	MX	Consumer Services	Media	Media	Broadcasting & Entertainment	Media	N Information	Information	Private Equity	Growth		16-Feb	2016	0.0	
2324	Mubadala Infrastructure Partners (MIP), IFC Asset Management Company (AMC)	Alcazar Energy Partners	MENA	Middle East	United Arab Emirates	ARE	AE	Utilities	Utilities	Electricity	Alternative Electricity	Independent Power and Renewable Electricity Producers	V Electric Power	Utilities	Infrastructure & Real Assets	Growth		16-Feb	2016	1.0	
2325	ChrysCapital	HT Media (Hindustan Media Ventures)	Asia	South Asia	India	IND	IN	Consumer Services	Media	Media	Publishing	Media	N Information	Information	Private Equity	PIPE	13	16-Feb	2016	0.0	69.11618953
2326	Livonia Partners	Ha Serv	CEE & CIS	Central & Eastern Europe (CEE)	Estonia	EST	EE	Industrials	Construction & Materials	Construction & Materials	Building Materials & Fixtures	Building Products	H Nonmetallic Mineral Product Manufacturing	Nonmetallic Mineral Product Manufacturing	Private Equity	Buyout		16-Feb	2016	0.0	
2327	Saha Fund	JoulestoWatts	Asia	South Asia	India	IND	IN	Industrials	Industrial Goods & Services	Support Services	Business Support Services	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		16-Feb	2016	0.0	
2328	Endiya Partners	Hansel Software (Hansel.io)	Asia	South Asia	India	IND	IN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		16-Feb	2016	0.0	
2329	Unicorn India Ventures Advisors	Ideope Media (Inc42)	Asia	South Asia	India	IND	IN	Consumer Services	Media	Media	Publishing	Media	N Information	Information	Private Equity	Venture Capital		16-Feb	2016	0.0	
2330	EMX Capital	Kidde Mexico (KDM)	Latin America	Central America	Mexico	MEX	MX	Industrials	Industrial Goods & Services	Support Services	Business Support Services	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Buyout		16-Feb	2016	0.0	
2331	Mexico Infrastructure Partners	COVIMSA	Latin America	Central America	Mexico	MEX	MX	Industrials	Construction & Materials	Construction & Materials	Heavy Construction	Construction & Engineering	H Nonmetallic Mineral Product Manufacturing	Nonmetallic Mineral Product Manufacturing	Private Credit	Mezzanine	40	16-Feb	2016		
2332	Revo Capital	ACL Teslim	CEE & CIS	Central & Eastern Europe (CEE)	Turkey	TUR	TR	Industrials	Industrial Goods & Services	Industrial Transportation	Delivery Services	Air Freight & Logistics	E Transportation and Warehousing	Transportation and Warehousing	Private Equity	Venture Capital		16-Feb	2016	1.0	
2333	Bamboo Finance	MovilRed	Latin America	South America	Colombia	COL	CO	Telecommunications	Telecommunications	Mobile Telecommunications	Mobile Telecommunications	Wireless Telecommunication Services	N Information	Information	Private Equity	Growth	6	16-Feb	2016	0.0	
2334	Tata Capital Private Equity	Home First Finance	Asia	South Asia	India	IND	IN	Financials	Financial Services	Financial Services	Mortgage Finance	Thrifts & Mortgage Finance	O Finance & Insurance	Finance & Insurance	Private Equity	Growth	1	16-Feb	2016	1.0	
2335	IDG Capital Partners (IDGVC)	Kingsoft Cloud	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Growth	3	16-Feb	2016	0.0	
2336	Nexus Venture Partners, Blume Ventures	Invictus Insurance Broking Services (Turtlemint)	Asia	South Asia	India	IND	IN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital		16-Feb	2016	0.0	
