	Fund Manager(s)	Company Name	Region	Sub-Region	Country	country code	country code_2	ICB Industry	ICB Supersector	ICB Sector	ICB Subsector	GICS Industry [column F]	IFC primary sector	IFC primary sector (#)	Asset Class	Investment Type	Investment Amount (US$m)	Investment Date	year	IFC	valuation
6104	Practica Capital	TRAFI	CEE & CIS	Central & Eastern Europe (CEE)	Lithuania	LTU	LT	Consumer Services	Travel & Leisure	Travel & Leisure	Travel & Tourism	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Venture Capital	1	13-Oct	2013	0.0	
6105	ClearVue Partners, Oak Investment Partners	B5M	Asia	East Asia	China	CHN	CN	Consumer Services	Media	Media	Media Agencies	Media	N Information	Information	Private Equity	Venture Capital	16	13-Oct	2013	0.0	
6106	RRJ Capital	SIIC Environment	Asia	East Asia	China	CHN	CN	Utilities	Utilities	Gas, Water & Multi-utilities	Water	Water Utilities	C Utilities	Utilities	Private Equity	PIPE	31	13-Oct	2013	0.0	
6107	Confrapar	Izzui	Latin America	South America	Brazil	BRA	BR	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Growth		13-Oct	2013	0.0	
6108	Accel Partners, IDG Ventures India	Theramyt Novobiologics	Asia	South Asia	India	IND	IN	Health Care	Health Care	Pharmaceuticals & Biotechnology	Biotechnology	Biotechnology	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	4	13-Oct	2013	0.0	
6109	Third Rome Black River Ventures	LitRes	CEE & CIS	Commonwealth of Independent States (CIS)	Russia	RUS	RU	Consumer Services	Retail	General Retailers	Specialty Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	5	13-Oct	2013	0.0	
6110	Capital Group Private Markets	Tanner Servicios Financieros	Latin America	South America	Chile	CHL	CL	Financials	Financial Services	Financial Services	Specialty Finance	Diversified Financial Services	O Finance & Insurance	Finance & Insurance	Private Equity	Growth	200	13-Oct	2013	0.0	
6111	IDG Ventures India, Inventus Capital Partners	Unbxd	Asia	South Asia	India	IND	IN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	2	13-Oct	2013	0.0	
6112	Norwest Venture Partners (NVP)	ING Vysya Bank	Asia	South Asia	India	IND	IN	Financials	Banks	Banks	Banks	Banks	O Finance & Insurance	Finance & Insurance	Private Equity	PIPE	15	13-Oct	2013	0.0	193.9717381
6113	Cenova Ventures, BioVeda Capital, Morningside Ventures	ASLAN Pharmaceuticals	Asia	Southeast Asia	Singapore	SGP	SG	Health Care	Health Care	Pharmaceuticals & Biotechnology	Pharmaceuticals	Pharmaceuticals	G Chemicals	Chemicals	Private Equity	Venture Capital	22	13-Oct	2013	0.0	
6114	Nexus Group	Soluciones Cardiologicas (Salud Total)	Latin America	South America	Peru	PER	PE	Health Care	Health Care	Health Care Equipment & Services	Health Care Providers	Health Care Providers & Services	S Health Care	Health Care	Private Equity	Buyout		13-Oct	2013	0.0	
6115	Databank Agrifund Manager (DAFML)	Topcrust	Sub-Saharan Africa	West Africa	Nigeria	NGA	NG	Consumer Goods	Food & Beverage	Food Producers	Food Products	Food Products	F Food & Beverages	Food & Beverages	Private Equity	Growth	1	13-Oct	2013	0.0	
6116	Tiger Global Management	Flipkart	Asia	South Asia	India	IND	IN	Consumer Services	Retail	General Retailers	Broadline Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital		13-Oct	2013	0.0	
6117	KKR	Weststar Aviation Services	Asia	Southeast Asia	Malaysia	MYS	MY	Oil & Gas	Oil & Gas	Oil Equipment, Services & Distribution	Oil Equipment & Services	Energy Equipment & Services	B Oil, Gas and Mining	Oil, Gas and Mining	Private Equity	Growth	200	13-Oct	2013	0.0	
6118	Sequoia Capital	Idea Device	Asia	South Asia	India	IND	IN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	4	13-Oct	2013	0.0	
6119	Revo Capital	Onedio	CEE & CIS	Central & Eastern Europe (CEE)	Turkey	TUR	TR	Consumer Services	Media	Media	Publishing	Media	N Information	Information	Private Equity	Venture Capital		13-Oct	2013	1.0	
6120	Creador	GHL Systems	Asia	Southeast Asia	Malaysia	MYS	MY	Technology	Technology	Software & Computer Services	Computer Services	IT Services	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	PIPE	20	13-Oct	2013	0.0	41.79392644
6121	Jungle Ventures	fastacash	Asia	Southeast Asia	Singapore	SGP	SG	Financials	Financial Services	Financial Services	Consumer Finance	Consumer Finance	O Finance & Insurance	Finance & Insurance	Private Equity	Venture Capital	3	13-Oct	2013	0.0	
6122	The Abraaj Group	African Industrial Services Group	Sub-Saharan Africa	West Africa	Cote d'Ivoire	CIV	CI	Industrials	Industrial Goods & Services	Industrial Engineering	Industrial Machinery	Machinery	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Growth		13-Oct	2013	1.0	
6123	CyberAgent Ventures	LOCNALL	Asia	East Asia	South Korea	KOR	KR	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		13-Oct	2013	0.0	
6124	Flint Capital	YouDo	CEE & CIS	Commonwealth of Independent States (CIS)	Russia	RUS	RU	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	1	13-Oct	2013	0.0	
6125	UFG Asset Management	OBL Pharm	CEE & CIS	Commonwealth of Independent States (CIS)	Russia	RUS	RU	Health Care	Health Care	Pharmaceuticals & Biotechnology	Pharmaceuticals	Pharmaceuticals	G Chemicals	Chemicals	Private Equity	Buyout		13-Oct	2013	0.0	
6126	Matrix Partners	Inasra Technologies (Stayzilla.com)	Asia	South Asia	India	IND	IN	Consumer Services	Travel & Leisure	Travel & Leisure	Travel & Tourism	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Venture Capital		13-Oct	2013	0.0	
6127	Aavishkaar Venture Management	HR Food Processing (Raya Dairy)	Asia	South Asia	India	IND	IN	Consumer Goods	Food & Beverage	Food Producers	Farming, Fishing & Plantations	Food Products	A Agriculture and Forestry	Agriculture & Forestry	Private Equity	Growth	2	13-Oct	2013	1.0	
6128	Shenzhen Capital Group (SCGC)	Beijing Blue Cursor Brand Management Consulting	Asia	East Asia	China	CHN	CN	Consumer Services	Media	Media	Media Agencies	Media	N Information	Information	Private Equity	Venture Capital		13-Oct	2013	0.0	
6129	Shenzhen Capital Group (SCGC)	Display	Asia	East Asia	China	CHN	CN	Industrials	Industrial Goods & Services	Electronic & Electrical Equipment	Electrical Components & Equipment	Electrical Equipment	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Venture Capital		13-Oct	2013	0.0	
6130	Shenzhen Capital Group (SCGC)	Guangzhou Food Science and Technology	Asia	East Asia	China	CHN	CN	Consumer Goods	Food & Beverage	Food Producers	Food Products	Food Products	F Food & Beverages	Food & Beverages	Private Equity	Venture Capital		13-Oct	2013	0.0	
6131	XSML	Alpha Transport	Sub-Saharan Africa	Central Africa	Democratic Republic of the Congo	COD	CD	Industrials	Industrial Goods & Services	Industrial Transportation	Transportation Services	Transportation Infrastructure	E Transportation and Warehousing	Transportation and Warehousing	Private Equity	Growth		13-Oct	2013	1.0	
6132	Aqua Capital	Comfrio	Latin America	South America	Brazil	BRA	BR	Industrials	Industrial Goods & Services	Industrial Transportation	Transportation Services	Transportation Infrastructure	E Transportation and Warehousing	Transportation and Warehousing	Private Equity	Buyout		13-Oct	2013	0.0	
6133	Bridgepoint Private Equity	Dr Gerard	CEE & CIS	Central & Eastern Europe (CEE)	Poland	POL	PL	Consumer Goods	Food & Beverage	Food Producers	Food Products	Food Products	F Food & Beverages	Food & Beverages	Private Equity	Buyout	156	13-Oct	2013	0.0	
6134	Shenzhen Capital Group (SCGC)	Nanjing Dole Digital Technology	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Specialty Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital		13-Oct	2013	0.0	
6135	IK Investment Partners	DNV Petroleum Services	Asia	Southeast Asia	Singapore	SGP	SG	Oil & Gas	Oil & Gas	Oil Equipment, Services & Distribution	Oil Equipment & Services	Energy Equipment & Services	B Oil, Gas and Mining	Oil, Gas and Mining	Private Equity	Buyout		13-Oct	2013	0.0	
6136	Aqua Capital	Aminoagro	Latin America	South America	Brazil	BRA	BR	Basic Materials	Chemicals	Chemicals	Specialty Chemicals	Chemicals	G Chemicals	Chemicals	Private Equity	Buyout	25	13-Oct	2013	0.0	
6137	Runa Capital	Rocketbank	CEE & CIS	Commonwealth of Independent States (CIS)	Russia	RUS	RU	Financials	Financial Services	Financial Services	Consumer Finance	Consumer Finance	O Finance & Insurance	Finance & Insurance	Private Equity	Venture Capital	2	13-Oct	2013	0.0	
6138	Shenzhen Capital Group (SCGC)	Shenogen Pharma Group	Asia	East Asia	China	CHN	CN	Health Care	Health Care	Pharmaceuticals & Biotechnology	Biotechnology	Biotechnology	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		13-Oct	2013	0.0	
6139	Gulf Capital	Olive Group	MENA	Middle East	United Arab Emirates	ARE	AE	Industrials	Industrial Goods & Services	Support Services	Business Support Services	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Credit	Mezzanine	25	13-Oct	2013		
6140	Blume Ventures	SnapBizz CloudTech	Asia	Southeast Asia	Singapore	SGP	SG	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	0.2	13-Oct	2013	0.0	
6141	Incofin Investment Management	i-Finance	Sub-Saharan Africa	Central Africa	Democratic Republic of the Congo	COD	CD	Financials	Financial Services	Financial Services	Specialty Finance	Diversified Financial Services	O Finance & Insurance	Finance & Insurance	Private Equity	Venture Capital		13-Oct	2013	0.0	
6142	Incofin Investment Management, Investisseurs & Partenaires (I&P) , Progression Capital Africa	Finance Trust Bank	Sub-Saharan Africa	East Africa	Uganda	UGA	UG	Financials	Banks	Banks	Banks	Banks	O Finance & Insurance	Finance & Insurance	Private Equity	Growth		13-Oct	2013	0.0	
6143	Mantiq Investimentos	Dock Brasil	Latin America	South America	Brazil	BRA	BR	Oil & Gas	Oil & Gas	Oil Equipment, Services & Distribution	Oil Equipment & Services	Energy Equipment & Services	B Oil, Gas and Mining	Oil, Gas and Mining	Private Equity	Growth	23	13-Oct	2013	0.0	
6144	Blume Ventures	MobStac	Asia	South Asia	India	IND	IN	Technology	Technology	Software & Computer Services	Internet	Internet Software & Services	N Information	Information	Private Equity	Venture Capital	0.04	13-Oct	2013	0.0	
6145	Bain Capital	Rise	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Buyout	140	13-Oct	2013	0.0	
6146	Blume Ventures	Greytip Software	Asia	South Asia	India	IND	IN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	0.3	13-Oct	2013	0.0	
6147	Tremendous Asia Partners (TAP)	Base Entertainment Asia	Asia	Southeast Asia	Singapore	SGP	SG	Consumer Services	Travel & Leisure	Travel & Leisure	Recreational Services	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Growth		13-Oct	2013	0.0	
6148	Sequoia Capital	Koye Pharmaceuticals	Asia	South Asia	India	IND	IN	Health Care	Health Care	Pharmaceuticals & Biotechnology	Pharmaceuticals	Pharmaceuticals	G Chemicals	Chemicals	Private Equity	Venture Capital	4	13-Oct	2013	0.0	
6149	Legend Capital, GGV Capital, Sierra Ventures	Social Touch	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	10	13-Oct	2013	0.0	
6150	China New Enterprise Investment (CNEI)	Shanghai Fudan-Zhangjiang Bio-Pharmaceutical (FDZJ)	Asia	East Asia	China	CHN	CN	Health Care	Health Care	Pharmaceuticals & Biotechnology	Biotechnology	Biotechnology	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	PIPE	4	13-Oct	2013	0.0	
6151	DBH Investment	Virtual Call Center	CEE & CIS	Central & Eastern Europe (CEE)	Hungary	HUN	HU	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	1	13-Oct	2013	0.0	
6152	Northern Light Venture Capital (NLVC), Tuspark Venture Capital Management	Solarvista Media	Asia	East Asia	China	CHN	CN	Consumer Services	Media	Media	Media Agencies	Media	N Information	Information	Private Equity	Venture Capital		13-Oct	2013	0.0	
6153	Blume Ventures	Threadsol Software (intelloCut)	Asia	South Asia	India	IND	IN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	0.1	13-Oct	2013	0.0	
6154	Fairwinds Private Equity	Khadim India	Asia	South Asia	India	IND	IN	Consumer Goods	Personal & Household Goods	Personal Goods	Footwear	Textiles, Apparel & Luxury Goods	K Textiles, Apparel & Leather	Textiles, Apparel & Leather	Private Credit	Mezzanine	14	13-Sep	2013		
6155	Jacana Partners	DSM Corridor Group (DCG)	Sub-Saharan Africa	East Africa	Tanzania	TZA	TZ	Industrials	Industrial Goods & Services	Industrial Transportation	Transportation Services	Transportation Infrastructure	E Transportation and Warehousing	Transportation and Warehousing	Infrastructure & Real Assets	Growth	1	13-Sep	2013	0.0	
6156	Nexus Venture Partners	SSN Logistics (Delhivery.com)	Asia	South Asia	India	IND	IN	Industrials	Industrial Goods & Services	Industrial Transportation	Delivery Services	Air Freight & Logistics	E Transportation and Warehousing	Transportation and Warehousing	Private Equity	Venture Capital	5	13-Sep	2013	0.0	
6157	Aavishkaar Venture Management	Vana Vidyut	Asia	South Asia	India	IND	IN	Utilities	Utilities	Electricity	Alternative Electricity	Independent Power and Renewable Electricity Producers	V Electric Power	Utilities	Infrastructure & Real Assets	Growth	2	13-Sep	2013	0.0	
6158	Cauris Management	VIPNET	Sub-Saharan Africa	West Africa	Cote d'Ivoire	CIV	CI	Technology	Technology	Software & Computer Services	Internet	Internet Software & Services	N Information	Information	Private Equity	Growth	5	13-Sep	2013	1.0	
6159	Kleiner Perkins Caufield & Byers (KPCB), IPV Capital (Infotech)	MyHero	Asia	Southeast Asia	Singapore	SGP	SG	Consumer Goods	Personal & Household Goods	Leisure Goods	Toys	Specialty Retail	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Venture Capital	10	13-Sep	2013	0.0	
6160	ADM Capital	Zhambylgips	CEE & CIS	Commonwealth of Independent States (CIS)	Kazakhstan	KAZ	KZ	Basic Materials	Basic Resources	Mining	General Mining	Metals & Mining	B Oil, Gas and Mining	Oil, Gas and Mining	Infrastructure & Real Assets	Growth		13-Sep	2013	0.0	
6161	Baring Private Equity Asia	Hexaware Technologies	Asia	South Asia	India	IND	IN	Technology	Technology	Software & Computer Services	Computer Services	IT Services	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	PIPE		13-Sep	2013	0.0	118.2991097
