	Fund Manager(s)	Company Name	Region	Sub-Region	Country	country code	country code_2	ICB Industry	ICB Supersector	ICB Sector	ICB Subsector	GICS Industry [column F]	IFC primary sector	IFC primary sector (#)	Asset Class	Investment Type	Investment Amount (US$m)	Investment Date	year	IFC	valuation
3549	DST Global	New Dada	Asia	East Asia	China	CHN	CN	Industrials	Industrial Goods & Services	Industrial Transportation	Delivery Services	Air Freight & Logistics	E Transportation and Warehousing	Transportation and Warehousing	Private Equity	Venture Capital		15-Jun	2015	0.0	
3550	Sequoia Capital	Huatai Securities	Asia	East Asia	China	CHN	CN	Financials	Financial Services	Financial Services	Investment Services	Capital Markets	O Finance & Insurance	Finance & Insurance	Private Equity	PIPE	200	15-Jun	2015	0.0	
3551	Orios Venture Partners	Pickingo	Asia	South Asia	India	IND	IN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	1	15-Jun	2015	0.0	
3552	Advent International	Grupo Financiero Mifel	Latin America	Central America	Mexico	MEX	MX	Financials	Banks	Banks	Banks	Banks	O Finance & Insurance	Finance & Insurance	Private Equity	Growth	52	15-Jun	2015	0.0	
3553	CVC Capital Partners	MAP Aktif Adiperkasa (MAA)	Asia	Southeast Asia	Indonesia	IDN	ID	Consumer Services	Retail	General Retailers	Apparel Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Growth	114	15-Jun	2015	0.0	
3554	Bessemer Venture Partners	Vidooly Media Tech	Asia	South Asia	India	IND	IN	Consumer Services	Media	Media	Media Agencies	Media	N Information	Information	Private Equity	Venture Capital	1	15-Jun	2015	0.0	
3555	Silver Lake	Qunar.com	Asia	East Asia	China	CHN	CN	Consumer Services	Travel & Leisure	Travel & Leisure	Travel & Tourism	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	PIPE	330	15-Jun	2015	0.0	
3556	Kae Capital	Paix Technology (Truebil)	Asia	South Asia	India	IND	IN	Consumer Services	Retail	General Retailers	Specialty Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	1	15-Jun	2015	0.0	
3557	Saama Capital	Veeba Food Services	Asia	South Asia	India	IND	IN	Consumer Goods	Food & Beverage	Food Producers	Food Products	Food Products	F Food & Beverages	Food & Beverages	Private Equity	Growth	6	15-Jun	2015	0.0	
3558	Darby Private Equity, Pera Capital Partners	Koza Gida	CEE & CIS	Central & Eastern Europe (CEE)	Turkey	TUR	TR	Consumer Services	Retail	Food & Drug Retailers	Food Retailers & Wholesalers	Food & Staples Retailing	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Growth		15-Jun	2015	0.0	
3559	American Capital Energy & Infrastructure (ACEI)	Taiba Ndiaye Wind	Sub-Saharan Africa	West Africa	Senegal	SEN	SN	Utilities	Utilities	Electricity	Alternative Electricity	Independent Power and Renewable Electricity Producers	V Electric Power	Utilities	Infrastructure & Real Assets	Growth	83	15-Jun	2015	0.0	
3560	True North (formerly IVFA)	Degustibus Hospitality (Indigo)	Asia	South Asia	India	IND	IN	Consumer Services	Travel & Leisure	Travel & Leisure	Restaurants & Bars	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Buyout	28	15-Jun	2015	0.0	
3561	NEVEQ Capital Partners	Breaktime	CEE & CIS	Central & Eastern Europe (CEE)	Bulgaria	BGR	BG	Consumer Services	Retail	Food & Drug Retailers	Food Retailers & Wholesalers	Food & Staples Retailing	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	1	15-Jun	2015	0.0	
3562	Mezzanine Capital Partners	Amethyst Group	CEE & CIS	Central & Eastern Europe (CEE)	Romania	ROU	RO	Health Care	Health Care	Health Care Equipment & Services	Health Care Providers	Health Care Providers & Services	S Health Care	Health Care	Private Credit	Mezzanine	12	15-Jun	2015		
3563	Mezzanine Capital Partners	AASA	CEE & CIS	Central & Eastern Europe (CEE)	Estonia	EST	EE	Financials	Financial Services	Financial Services	Consumer Finance	Consumer Finance	O Finance & Insurance	Finance & Insurance	Private Credit	Mezzanine	9	15-Jun	2015		
3564	Aditya Birla Private Equity	Manpasand Beverages	Asia	South Asia	India	IND	IN	Consumer Goods	Food & Beverage	Beverages	Soft Drinks	Beverages	F Food & Beverages	Food & Beverages	Private Equity	Growth	4	15-Jun	2015	0.0	15.91050989
3565	Sequoia Capital, Source Code Capital	A Little Bit of Technology (Kongkonghu)	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Apparel Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	3	15-Jun	2015	0.0	
3566	IFC Asset Management Company (AMC)	Azure Power	Asia	South Asia	India	IND	IN	Utilities	Utilities	Electricity	Alternative Electricity	Independent Power and Renewable Electricity Producers	V Electric Power	Utilities	Infrastructure & Real Assets	Growth	50	15-Jun	2015	1.0	
3567	Meridian Capital	Shanghai Beitou Investment Management (360caifu.com)	Asia	East Asia	China	CHN	CN	Financials	Financial Services	Financial Services	Asset Managers	Capital Markets	P Collective Investment Vehicles	Collective Investment Vehicles	Private Equity	Venture Capital	2	15-May	2015	0.0	
3568	Source Code Capital	Nanjing Yiliu Information Consulting (Yunce56.com)	Asia	East Asia	China	CHN	CN	Industrials	Industrial Goods & Services	Industrial Transportation	Transportation Services	Transportation Infrastructure	E Transportation and Warehousing	Transportation and Warehousing	Private Equity	Venture Capital	10	15-May	2015	0.0	
3569	Morningside Ventures	Shanghai Qiaobutang Information Technology	Asia	East Asia	China	CHN	CN	Industrials	Industrial Goods & Services	Support Services	Business Training & Employment Agencies	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	10	15-May	2015	0.0	
3570	Aavishkaar Venture Management	Electronic Payments and Services (EPS)	Asia	South Asia	India	IND	IN	Industrials	Industrial Goods & Services	Support Services	Financial Administration	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Growth	2	15-May	2015	1.0	
3571	IDG Capital Partners (IDGVC)	Beijing Weipass Panorama Information Technology (WeiPass)	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		15-May	2015	0.0	
3572	DFJ DragonFund	Geeksoft	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		15-May	2015	0.0	
3573	Kleiner Perkins Caufield & Byers (KPCB)	Xiu.com	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Apparel Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital		15-May	2015	0.0	
3574	Investisseurs & Partenaires (I&P)	Eden Tree	Sub-Saharan Africa	West Africa	Ghana	GHA	GH	Consumer Goods	Food & Beverage	Food Producers	Food Products	Food Products	F Food & Beverages	Food & Beverages	Private Equity	Growth		15-May	2015	0.0	
3575	Investisseurs & Partenaires (I&P)	Equip Plus	Sub-Saharan Africa	West Africa	Senegal	SEN	SN	Industrials	Industrial Goods & Services	Electronic & Electrical Equipment	Electrical Components & Equipment	Electrical Equipment	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Growth		15-May	2015	0.0	
3576	212 Capital Partners	HemenKiralik (Flat4Day)	CEE & CIS	Central & Eastern Europe (CEE)	Turkey	TUR	TR	Consumer Services	Travel & Leisure	Travel & Leisure	Travel & Tourism	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Venture Capital	2	15-May	2015	0.0	
3577	Cathay Capital Private Equity	Cabio Bioengineering (Wuhan)	Asia	East Asia	China	CHN	CN	Consumer Goods	Food & Beverage	Food Producers	Food Products	Food Products	F Food & Beverages	Food & Beverages	Private Equity	Growth		15-May	2015	0.0	
3578	Nexxus Capital	AGS NASOFT	Latin America	Central America	Mexico	MEX	MX	Technology	Technology	Software & Computer Services	Computer Services	IT Services	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Growth		15-May	2015	0.0	
3579	Kalaari Capital	Truweight Wellness	Asia	South Asia	India	IND	IN	Consumer Goods	Food & Beverage	Food Producers	Food Products	Food Products	F Food & Beverages	Food & Beverages	Private Equity	Venture Capital		15-May	2015	0.0	
3580	KKR, Anchor Equity Partners	Ticket Monster	Asia	East Asia	South Korea	KOR	KR	Consumer Services	Media	Media	Media Agencies	Media	N Information	Information	Private Equity	Buyout	350	15-May	2015	0.0	
3581	Accel Partners, Kalaari Capital	FabHotels	Asia	South Asia	India	IND	IN	Consumer Services	Travel & Leisure	Travel & Leisure	Travel & Tourism	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Venture Capital	5	15-May	2015	0.0	
3582	Source Code Capital	Ebaoyang.cn	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Specialty Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	9	15-May	2015	0.0	
3583	500 Startups	The News Lens	Asia	East Asia	Taiwan	TWN	TW	Consumer Services	Media	Media	Publishing	Media	N Information	Information	Private Equity	Venture Capital	1	15-May	2015	0.0	
3584	Shenzhen Capital Group (SCGC), Matrix Partners	Egret-Labs	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		15-May	2015	0.0	
3585	212 Capital Partners	iyzico	CEE & CIS	Central & Eastern Europe (CEE)	Turkey	TUR	TR	Industrials	Industrial Goods & Services	Support Services	Financial Administration	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	6	15-May	2015	0.0	
3586	SparkLabs Global Ventures	Dating LATAM	Latin America	South America	Peru	PER	PE	Technology	Technology	Software & Computer Services	Internet	Internet Software & Services	N Information	Information	Private Equity	Venture Capital		15-May	2015	0.0	
3587	Nirvana Venture Advisors	ThinkVidya Learning (UrbanPro)	Asia	South Asia	India	IND	IN	Industrials	Industrial Goods & Services	Support Services	Business Training & Employment Agencies	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	2	15-May	2015	0.0	
3588	EchoVC Partners	Hotels.ng	Sub-Saharan Africa	West Africa	Nigeria	NGA	NG	Consumer Services	Travel & Leisure	Travel & Leisure	Travel & Tourism	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Venture Capital	1	15-May	2015	0.0	
3589	ClearVue Partners	Fruitday	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	Food & Drug Retailers	Food Retailers & Wholesalers	Food & Staples Retailing	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	5	15-May	2015	0.0	
3590	Rebright Partners	Kleora	Asia	Southeast Asia	Indonesia	IDN	ID	Consumer Services	Retail	General Retailers	Apparel Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital		15-May	2015	0.0	
3591	Patria Investimentos	Hidrovias do Brasil	Latin America	South America	Brazil	BRA	BR	Industrials	Industrial Goods & Services	Industrial Transportation	Transportation Services	Transportation Infrastructure	E Transportation and Warehousing	Transportation and Warehousing	Infrastructure & Real Assets	Growth	100	15-May	2015	0.0	
3592	BRZ Investimentos	Ducoco Alimentos	Latin America	South America	Brazil	BRA	BR	Consumer Goods	Food & Beverage	Beverages	Soft Drinks	Beverages	F Food & Beverages	Food & Beverages	Private Equity	Growth		15-May	2015	0.0	
3593	Investisseurs & Partenaires (I&P)	SCRIMAD	Sub-Saharan Africa	East Africa	Madagascar	MDG	MG	Consumer Goods	Food & Beverage	Food Producers	Farming, Fishing & Plantations	Food Products	A Agriculture and Forestry	Agriculture & Forestry	Private Equity	Growth		15-May	2015	0.0	
3594	Gulf Capital	Carbon Holdings	MENA	Middle East	United Arab Emirates	ARE	AE	Oil & Gas	Oil & Gas	Oil & Gas Producers	Integrated Oil & Gas	Oil, Gas & Consumable Fuels	B Oil, Gas and Mining	Oil, Gas and Mining	Private Credit	Mezzanine	32	15-May	2015		
3595	LAFISE Investment Management	GIM SAL	Latin America	Central America	El Salvador	SLV	SV	Health Care	Health Care	Health Care Equipment & Services	Health Care Providers	Health Care Providers & Services	S Health Care	Health Care	Private Credit	Mezzanine	2	15-May	2015		
3596	Advent International	CARE Hospitals	Asia	South Asia	India	IND	IN	Health Care	Health Care	Health Care Equipment & Services	Health Care Providers	Health Care Providers & Services	S Health Care	Health Care	Private Equity	Growth		15-May	2015	1.0	
3597	Eastern Bell Venture Capital, DCM	Truck Alliance (56qq.cn, Huochebang)	Asia	East Asia	China	CHN	CN	Industrials	Industrial Goods & Services	Industrial Transportation	Transportation Services	Transportation Infrastructure	E Transportation and Warehousing	Transportation and Warehousing	Private Equity	Venture Capital		15-May	2015	1.0	
3598	Fosun Group International, IDG Capital Partners (IDGVC)	Hangzhou Hexun Huagu Information Technology (JPush)	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		15-May	2015	0.0	
3599	Shenzhen Cowin Venture Capital	Zhongtou8.cn	Asia	East Asia	China	CHN	CN	Financials	Financial Services	Financial Services	Specialty Finance	Diversified Financial Services	O Finance & Insurance	Finance & Insurance	Private Equity	Venture Capital	8	15-May	2015	0.0	
3600	Northern Light Venture Capital (NLVC)	Shanghai Lian Shang Network Technology (WIFI Skeleton Key, WIFI Master Key)	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		15-May	2015	0.0	
3601	Qiming Venture Partners, China Broadband Capital (CBC), China Growth Capital, IDG Capital Partners (IDGVC), Linear Venture	Hangzhou Tongdun Technology (Fraud Metrix)	Asia	East Asia	China	CHN	CN	Industrials	Industrial Goods & Services	Support Services	Business Support Services	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	30	15-May	2015	0.0	
3602	Warburg Pincus	Mofang Apartment Management	Asia	East Asia	China	CHN	CN	Financials	Real Estate	Real Estate Investment & Services	Real Estate Holding & Development	Real Estate Management & Development	D Construction and Real Estate	Construction and Real Estate	Private Equity	Growth	140	15-May	2015	0.0	
3603	Strong Ventures, DCM	Tumblbug	Asia	East Asia	South Korea	KOR	KR	Financials	Financial Services	Financial Services	Specialty Finance	Diversified Financial Services	O Finance & Insurance	Finance & Insurance	Private Equity	Venture Capital	2	15-May	2015	0.0	
3604	Piton Capital	Naseeb Networks	Asia	South Asia	Pakistan	PAK	PK	Industrials	Industrial Goods & Services	Support Services	Business Training & Employment Agencies	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	7	15-May	2015	0.0	
3605	Credo Ventures	Oradian	CEE & CIS	Central & Eastern Europe (CEE)	Croatia	HRV	HR	Technology	Technology	Software & Computer Services	Computer Services	IT Services	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		15-May	2015	0.0	
