	Fund Manager(s)	Company Name	Region	Sub-Region	Country	country code	country code_2	ICB Industry	ICB Supersector	ICB Sector	ICB Subsector	GICS Industry [column F]	IFC primary sector	IFC primary sector (#)	Asset Class	Investment Type	Investment Amount (US$m)	Investment Date	year	IFC	valuation
7102	Lunar Capital Management	Peekaboo	Asia	East Asia	China	CHN	CN	Consumer Goods	Personal & Household Goods	Personal Goods	Clothing & Accessories	Textiles, Apparel & Luxury Goods	K Textiles, Apparel & Leather	Textiles, Apparel & Leather	Private Equity	Buyout		12-Dec	2012	0.0	
7103	African Infrastructure Investment Managers (AIIM)	Renewables Cookhouse Wind Farm 1	Sub-Saharan Africa	Southern Africa	South Africa	ZAF	ZA	Utilities	Utilities	Electricity	Alternative Electricity	Independent Power and Renewable Electricity Producers	V Electric Power	Utilities	Infrastructure & Real Assets	Growth		12-Nov	2012	1.0	
7104	Northstar Group	Thai Credit Retail Bank (TCRB)	Asia	Southeast Asia	Thailand	THA	TH	Financials	Banks	Banks	Banks	Banks	O Finance & Insurance	Finance & Insurance	Private Equity	Growth		12-Nov	2012	0.0	
7105	Ascent Capital India	Pristine Infrastructure	Asia	South Asia	India	IND	IN	Industrials	Industrial Goods & Services	Industrial Transportation	Railroads	Road & Rail	E Transportation and Warehousing	Transportation and Warehousing	Infrastructure & Real Assets	Growth	11	12-Nov	2012	0.0	
7106	Multiples Alternate Asset Management	PVR	Asia	South Asia	India	IND	IN	Consumer Services	Travel & Leisure	Travel & Leisure	Recreational Services	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	PIPE	27	12-Nov	2012	1.0	181.30070569999998
7107	IFC Asset Management Company (AMC)	Banco BHD	Latin America	Caribbean	Dominican Republic	DOM	DO	Financials	Banks	Banks	Banks	Banks	O Finance & Insurance	Finance & Insurance	Private Credit	Debt	25	12-Nov	2012		
7108	Pearl Capital Partners (PCP)	Dengo Comercial	Sub-Saharan Africa	East Africa	Mozambique	MOZ	MZ	Consumer Goods	Food & Beverage	Food Producers	Farming, Fishing & Plantations	Food Products	A Agriculture and Forestry	Agriculture & Forestry	Private Credit	Mezzanine	1	12-Nov	2012		
7109	Pearl Capital Partners (PCP)	Alemayehu Makonnen Farm	Sub-Saharan Africa	East Africa	Ethiopia	ETH	ET	Consumer Goods	Food & Beverage	Food Producers	Farming, Fishing & Plantations	Food Products	A Agriculture and Forestry	Agriculture & Forestry	Private Equity	Growth	1	12-Nov	2012	0.0	
7110	Alta Ventures Mexico	Citivox	Latin America	Central America	Mexico	MEX	MX	Technology	Technology	Software & Computer Services	Internet	Internet Software & Services	N Information	Information	Private Equity	Venture Capital	0.2	12-Nov	2012	1.0	
7111	Highlander Partners	ProService Agent Transferowy	CEE & CIS	Central & Eastern Europe (CEE)	Poland	POL	PL	Industrials	Industrial Goods & Services	Support Services	Business Support Services	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Buyout		12-Nov	2012	0.0	
7112	Elbrus Capital, Svarog Capital Advisors	SPSR-Express	CEE & CIS	Commonwealth of Independent States (CIS)	Russia	RUS	RU	Industrials	Industrial Goods & Services	Industrial Transportation	Delivery Services	Air Freight & Logistics	E Transportation and Warehousing	Transportation and Warehousing	Private Equity	Growth		12-Nov	2012	1.0	
7113	African Capital Alliance	Cornerstone Insurance	Sub-Saharan Africa	West Africa	Nigeria	NGA	NG	Financials	Insurance	Nonlife Insurance	Property & Casualty Insurance	Insurance	O Finance & Insurance	Finance & Insurance	Private Equity	PIPE	4	12-Nov	2012	1.0	
7114	Northstar Group	Nera Telecommunications	Asia	Southeast Asia	Singapore	SGP	SG	Technology	Technology	Technology Hardware & Equipment	Telecommunications Equipment	Technology Hardware, Storage & Peripherals	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Buyout	73	12-Nov	2012	0.0	
7115	Luminor Capital	Terratech	Asia	Southeast Asia	Singapore	SGP	SG	Basic Materials	Basic Resources	Mining	General Mining	Metals & Mining	B Oil, Gas and Mining	Oil, Gas and Mining	Private Credit	Mezzanine	12	12-Nov	2012		
7116	The Carlyle Group, Pembani Remgro Infrastructure Managers	Export Trading Group	Sub-Saharan Africa	East Africa	Tanzania	TZA	TZ	Consumer Goods	Food & Beverage	Food Producers	Food Products	Food Products	F Food & Beverages	Food & Beverages	Private Equity	Growth	210	12-Nov	2012	0.0	
7117	Riverwood Capital, Tiger Global Management	Navent	Latin America	South America	Argentina	ARG	AR	Consumer Services	Media	Media	Media Agencies	Media	N Information	Information	Private Equity	Growth	30	12-Nov	2012	0.0	
7118	Blue Sea Capital	Dom Zdravlja Dr Ristic	CEE & CIS	Central & Eastern Europe (CEE)	Serbia	SRB	RS	Health Care	Health Care	Health Care Equipment & Services	Health Care Providers	Health Care Providers & Services	S Health Care	Health Care	Private Equity	Buyout		12-Nov	2012	0.0	
7119	Softbank China Venture Capital (SBCVC), Sequoia Capital, Yunfeng Capital	BGI Genomics	Asia	East Asia	China	CHN	CN	Health Care	Health Care	Pharmaceuticals & Biotechnology	Biotechnology	Biotechnology	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Growth		12-Nov	2012	0.0	
7120	Trinitas Private Equity	Trudon	Sub-Saharan Africa	Southern Africa	South Africa	ZAF	ZA	Consumer Services	Media	Media	Publishing	Media	N Information	Information	Private Equity	Growth		12-Nov	2012	0.0	
7121	Medu Capital	Wekaba Engineering	Sub-Saharan Africa	Southern Africa	South Africa	ZAF	ZA	Industrials	Industrial Goods & Services	Industrial Engineering	Industrial Machinery	Machinery	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Buyout	13	12-Nov	2012	0.0	
7122	East Ventures	Traveloka	Asia	Southeast Asia	Indonesia	IDN	ID	Consumer Services	Travel & Leisure	Travel & Leisure	Travel & Tourism	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Venture Capital		12-Nov	2012	0.0	
7123	African Infrastructure Investment Managers (AIIM)	Renewable Energy Investments South Africa (REISA)	Sub-Saharan Africa	Southern Africa	South Africa	ZAF	ZA	Utilities	Utilities	Electricity	Alternative Electricity	Independent Power and Renewable Electricity Producers	V Electric Power	Utilities	Infrastructure & Real Assets	Growth		12-Nov	2012	1.0	
7124	Abris Capital Partners	Mykogen	CEE & CIS	Central & Eastern Europe (CEE)	Poland	POL	PL	Basic Materials	Chemicals	Chemicals	Specialty Chemicals	Chemicals	G Chemicals	Chemicals	Private Equity	Buyout		12-Nov	2012	0.0	
7125	Harith General Partners	Lanseria International Airport	Sub-Saharan Africa	Southern Africa	South Africa	ZAF	ZA	Industrials	Industrial Goods & Services	Industrial Transportation	Transportation Services	Transportation Infrastructure	E Transportation and Warehousing	Transportation and Warehousing	Infrastructure & Real Assets	Buyout		12-Nov	2012	0.0	
7126	DMP	Food Runner	Asia	Southeast Asia	Singapore	SGP	SG	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	2	12-Nov	2012	0.0	
7127	CyberAgent Ventures	Orami	Asia	Southeast Asia	Indonesia	IDN	ID	Consumer Services	Retail	General Retailers	Specialty Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital		12-Nov	2012	0.0	
7128	GGV Capital	Meilishuo.com	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Broadline Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital		12-Nov	2012	0.0	
7129	Japan Asia Investment (JAIC)	BTS Healthcare Holding	Asia	East Asia	China	CHN	CN	Industrials	Industrial Goods & Services	Support Services	Business Support Services	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		12-Nov	2012	0.0	
7130	Peepul Capital	Banjara's Herbals	Asia	South Asia	India	IND	IN	Consumer Goods	Personal & Household Goods	Personal Goods	Personal Products	Textiles, Apparel & Luxury Goods	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Growth		12-Nov	2012	0.0	
7131	Peepul Capital	Brandis India	Asia	South Asia	India	IND	IN	Consumer Goods	Personal & Household Goods	Personal Goods	Clothing & Accessories	Textiles, Apparel & Luxury Goods	K Textiles, Apparel & Leather	Textiles, Apparel & Leather	Private Equity	Growth	13	12-Nov	2012	0.0	
7132	Q Capital Partners	Taihan Fiberoptics	Asia	East Asia	South Korea	KOR	KR	Technology	Technology	Technology Hardware & Equipment	Telecommunications Equipment	Technology Hardware, Storage & Peripherals	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	PIPE	25	12-Nov	2012	0.0	
7133	Tano Capital, Encourage Capital	DCB Bank	Asia	South Asia	India	IND	IN	Financials	Banks	Banks	Banks	Banks	O Finance & Insurance	Finance & Insurance	Private Equity	Growth	8	12-Nov	2012	0.0	18.41731474
7134	SkyLake Investment	Woongjin PassOne	Asia	East Asia	South Korea	KOR	KR	Industrials	Industrial Goods & Services	Support Services	Business Training & Employment Agencies	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Buyout	9	12-Nov	2012	0.0	
7135	Everstone Capital, ICICI Investment Management	Sohan Lal Commodity Management (SLCM)	Asia	South Asia	India	IND	IN	Industrials	Industrial Goods & Services	Industrial Transportation	Transportation Services	Transportation Infrastructure	E Transportation and Warehousing	Transportation and Warehousing	Private Equity	Growth	24	12-Nov	2012	0.0	20.0
7136	Matrix Partners	Mewar Orthopaedic Hospitals	Asia	South Asia	India	IND	IN	Health Care	Health Care	Health Care Equipment & Services	Health Care Providers	Health Care Providers & Services	S Health Care	Health Care	Private Equity	Growth		12-Nov	2012	0.0	
7137	CyberAgent Ventures	Foody	Asia	Southeast Asia	Vietnam	VNM	VN	Consumer Services	Media	Media	Media Agencies	Media	N Information	Information	Private Equity	Venture Capital		12-Nov	2012	0.0	
7138	ChrysCapital, CX Partners	KPIT Technologies	Asia	South Asia	India	IND	IN	Technology	Technology	Software & Computer Services	Computer Services	IT Services	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	PIPE	30	12-Nov	2012	0.0	17.24501216
7139	Mediterra Capital	Mobiliz	CEE & CIS	Central & Eastern Europe (CEE)	Turkey	TUR	TR	Technology	Technology	Software & Computer Services	Computer Services	IT Services	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Growth		12-Nov	2012	1.0	
7140	Primus Capital	Reimagine Technologies	CEE & CIS	Central & Eastern Europe (CEE)	Hungary	HUN	HU	Industrials	Industrial Goods & Services	Electronic & Electrical Equipment	Electronic Equipment	Electrical Equipment	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Growth	2	12-Nov	2012	0.0	
7141	Vivo Capital	Shanghai Jingfeng Pharmaceutical	Asia	East Asia	China	CHN	CN	Health Care	Health Care	Pharmaceuticals & Biotechnology	Pharmaceuticals	Pharmaceuticals	G Chemicals	Chemicals	Private Equity	Venture Capital	30	12-Nov	2012	0.0	
7142	IDFC Alternatives	Manipal Servicecorp Facility Management	Asia	South Asia	India	IND	IN	Industrials	Industrial Goods & Services	Support Services	Business Support Services	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Growth	19	12-Nov	2012	1.0	
7143	CHAMP Private Equity, Castle Harlan, Lime Rock Partners	Shelf Drilling	MENA	Middle East	United Arab Emirates	ARE	AE	Oil & Gas	Oil & Gas	Oil & Gas Producers	Exploration & Production	Energy Equipment & Services	B Oil, Gas and Mining	Oil, Gas and Mining	Infrastructure & Real Assets	Buyout	855	12-Nov	2012	0.0	
7144	Northern Light Venture Capital (NLVC), Sinovation Ventures	Anquanbao	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	10	12-Nov	2012	0.0	
7145	Innova Capital	EnergoBit	CEE & CIS	Central & Eastern Europe (CEE)	Romania	ROU	RO	Industrials	Construction & Materials	Construction & Materials	Heavy Construction	Construction & Engineering	H Nonmetallic Mineral Product Manufacturing	Nonmetallic Mineral Product Manufacturing	Private Equity	Buyout		12-Nov	2012	0.0	
7146	Olympus Capital Asia, California Technology Ventures, GRC SinoGreen	China Genetics Holdings (Huaxia Dairy Farm)	Asia	East Asia	China	CHN	CN	Consumer Goods	Food & Beverage	Food Producers	Farming, Fishing & Plantations	Food Products	A Agriculture and Forestry	Agriculture & Forestry	Private Equity	Growth	50	12-Nov	2012	0.0	
7147	Addventure	Delivery Club	CEE & CIS	Commonwealth of Independent States (CIS)	Russia	RUS	RU	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	4	12-Nov	2012	0.0	
7148	IDG Capital Partners (IDGVC), Qiming Venture Partners	Mogujie.com	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Broadline Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	20	12-Nov	2012	0.0	
7149	Cathay Capital Private Equity	Kids land Company	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Specialty Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Growth		12-Nov	2012	0.0	
7150	True North (formerly IVFA)	Manipal Health Enterprises (Manipal Hospitals)	Asia	South Asia	India	IND	IN	Health Care	Health Care	Health Care Equipment & Services	Health Care Providers	Health Care Providers & Services	S Health Care	Health Care	Private Equity	Growth	80	12-Nov	2012	1.0	35.0
7151	Sequoia Capital, Canaan Partners	AdNear	Asia	Southeast Asia	Singapore	SGP	SG	Consumer Services	Media	Media	Media Agencies	Media	N Information	Information	Private Equity	Venture Capital	7	12-Nov	2012	0.0	
7152	Woori Private Equity	Guangzhou Doowon Steel	Asia	East Asia	China	CHN	CN	Basic Materials	Basic Resources	Industrial Metals & Mining	Iron & Steel	Metals & Mining	I Primary Metals	Primary Metals	Private Equity	Buyout	56	12-Nov	2012	0.0	
7153	VTB Capital	Vivacom	CEE & CIS	Central & Eastern Europe (CEE)	Bulgaria	BGR	BG	Telecommunications	Telecommunications	Fixed Line Telecommunications	Fixed Line Telecommunications	Diversified Telecommunication Services	N Information	Information	Private Equity	Buyout	169	12-Nov	2012	0.0	
7154	XSML	Cafe Gbako	Sub-Saharan Africa	Central Africa	Central African Republic	CAF	CF	Consumer Goods	Food & Beverage	Beverages	Soft Drinks	Beverages	F Food & Beverages	Food & Beverages	Private Equity	Growth		12-Nov	2012	1.0	
7155	Daewoo Securities	Korea ECO-system	Asia	East Asia	South Korea	KOR	KR	Industrials	Industrial Goods & Services	Industrial Engineering	Industrial Machinery	Machinery	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Buyout		12-Nov	2012	0.0	
7156	Fosun Group International	Vigor Kobo	Asia	East Asia	Taiwan	TWN	TW	Consumer Goods	Food & Beverage	Food Producers	Food Products	Food Products	F Food & Beverages	Food & Beverages	Private Equity	Growth	12	12-Nov	2012	0.0	
7157	Bain Capital	Vision-X Enterprise Management (VXI)	Asia	East Asia	China	CHN	CN	Industrials	Industrial Goods & Services	Support Services	Business Support Services	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Growth	80	12-Nov	2012	0.0	
7158	GSR Ventures	InfiniteWorld	Asia	East Asia	China	CHN	CN	Consumer Goods	Personal & Household Goods	Leisure Goods	Toys	Specialty Retail	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Venture Capital		12-Nov	2012	0.0	
7159	Astella Investimentos	Moblife Tecnologia e Comunicacao	Latin America	South America	Brazil	BRA	BR	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		12-Nov	2012	0.0	
7160	Tiantu Xingye Venture Capital (Tiantu Capital)	Yacol Shikong Technology Development	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Broadline Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Growth	2	12-Nov	2012	0.0	
7161	Sociedad Gestora Valorar Futuro	Ascender (Salsas Aderezos)	Latin America	South America	Colombia	COL	CO	Consumer Goods	Food & Beverage	Food Producers	Food Products	Food Products	F Food & Beverages	Food & Beverages	Private Equity	Buyout		12-Nov	2012	0.0	
